ObjectId01,id,pais,fecha,casos_descartados,casos_confirmados,conf_lab,conf_nexo,casos_muertes,casos_recuperados,casos_nacionales,casos_extranjeros,casos_mujeres,casos_hombres,cc_adult,cc_adult_may,cc_menores,cc_edad_nc,cc_hospit,cc_salon,cc_ci,cc_hospi_nv,cc_salon_nv,cc_uci_nv,casos_investigacion,delta,cc_activos,muestras,cr_muj,cr_hom,cr_adult,cr_adult_may,cr_menores,cr_edad_nc,cd_muj,cd_hom,letalidad,muestr_n,dia_covid19
1,279,Costa Rica,2020-12-08 19:00:00,244743,147430,761,248,1846,105686,127064,20366,71888,75542,124395,10474,12062,499,619,389,230,63,55,8,0,1009,39898,419572,51203,54483,90207,6230,8814,435,696,1150,1.25,2386,277
