fecha,imoran,pvalue
2020-03-15 19:00,0.28144248,0.005
2020-03-16 19:00,0.280786575,0.007
2020-03-17 19:00,0.275626494,0.014
2020-03-18 19:00,0.341863646,0.001
2020-03-19 19:00,0.360702697,0.002
2020-03-20 19:00,0.34885507,0.001
2020-03-21 19:00,0.355561944,0.002
2020-03-22 19:00,0.365995593,0.003
2020-03-23 19:00,0.383392475,0
2020-03-24 19:00,0.363575256,0.001
2020-03-25 19:00,0.392675239,0.002
2020-03-26 19:00,0.373496063,0
2020-03-27 19:00,0.387593952,0
2020-03-28 19:00,0.390789704,0.001
2020-03-29 19:00,0.392516214,0
2020-03-30 19:00,0.397613483,0.001
2020-03-31 19:00,0.408027875,0
2020-04-01 19:00,0.414858488,0
2020-04-02 19:00,0.424769472,0
2020-04-03 19:00,0.431221722,0
2020-04-04 19:00,0.429589505,0
2020-04-05 19:00,0.423342705,0
2020-04-06 19:00,0.4228845,0.001
2020-04-07 19:00,0.420636761,0
2020-04-08 19:00,0.419530575,0
2020-04-09 19:00,0.423262184,0
2020-04-10 19:00,0.420293513,0.001
2020-04-11 19:00,0.418144366,0.001
2020-04-12 19:00,0.416097588,0
2020-04-13 19:00,0.414410607,0.001
2020-04-14 19:00,0.412901524,0
2020-04-15 19:00,0.410695126,0
2020-04-16 19:00,0.407393233,0
2020-04-17 19:00,0.404258684,0
2020-04-18 19:00,0.406614082,0
2020-04-19 19:00,0.405360648,0
2020-04-20 19:00,0.404597539,0
2020-04-21 19:00,0.403538116,0
2020-04-22 19:00,0.403291573,0
2020-04-23 19:00,0.40539389,0
2020-04-24 19:00,0.405929406,0
2020-04-25 19:00,0.409103326,0
2020-04-26 19:00,0.409119913,0
2020-04-27 19:00,0.408382841,0
2020-04-28 19:00,0.406543458,0
2020-04-29 19:00,0.405299809,0
2020-04-30 19:00,0.406269181,0
2020-05-01 19:00,0.402872585,0
2020-05-02 19:00,0.403188409,0
2020-05-03 19:00,0.411204274,0
2020-03-15 19:00:00,0.281442480241205,0.01
2020-03-16 19:00:00,0.280786574852226,0.009
2020-03-17 19:00:00,0.275626493535912,0.008
2020-03-18 19:00:00,0.341863645734337,0.003
2020-03-19 19:00:00,0.36070269735798,0.002
2020-03-20 19:00:00,0.348855070102271,0.002
2020-03-21 19:00:00,0.355561943776317,0.003
2020-03-22 19:00:00,0.365995592834615,0
2020-03-23 19:00:00,0.383392475488081,0
2020-03-24 19:00:00,0.363575255708896,0
2020-03-25 19:00:00,0.392675238750438,0
2020-03-26 19:00:00,0.373496062684969,0
2020-03-27 19:00:00,0.387593952157565,0
2020-03-28 19:00:00,0.390789704195971,0.001
2020-03-29 19:00:00,0.392516213732078,0.001
2020-03-30 19:00:00,0.397613483086265,0.002
2020-03-31 19:00:00,0.408027874819374,0
2020-04-01 19:00:00,0.414858488002061,0
2020-04-02 19:00:00,0.424769471920296,0
2020-04-03 19:00:00,0.43122172228348,0
2020-04-04 19:00:00,0.429589505097565,0
2020-04-05 19:00:00,0.42334270490213,0
2020-04-06 19:00:00,0.422884499690179,0
2020-04-07 19:00:00,0.420636761197239,0
2020-04-08 19:00:00,0.419530574885891,0
2020-04-09 19:00:00,0.423262183575044,0
2020-04-10 19:00:00,0.420293513352045,0
2020-04-11 19:00:00,0.418144366091206,0
2020-04-12 19:00:00,0.41609758809439,0
2020-04-13 19:00:00,0.414410606885054,0
2020-04-14 19:00:00,0.412901523805916,0
2020-04-15 19:00:00,0.410695125646861,0.001
2020-04-16 19:00:00,0.407393232854895,0
2020-04-17 19:00:00,0.404258683806095,0
2020-04-18 19:00:00,0.406614081520447,0
2020-04-19 19:00:00,0.405360648375218,0
2020-04-20 19:00:00,0.404597539309829,0
2020-04-21 19:00:00,0.403538115523881,0
2020-04-22 19:00:00,0.40329157311348,0.001
2020-04-23 19:00:00,0.405393890381289,0
2020-04-24 19:00:00,0.405929405639997,0.001
2020-04-25 19:00:00,0.409103326430692,0
2020-04-26 19:00:00,0.409119913032376,0.001
2020-04-27 19:00:00,0.408382841414237,0.001
2020-04-28 19:00:00,0.406543458396828,0.001
2020-04-29 19:00:00,0.40529980924891,0.002
2020-04-30 19:00:00,0.406269181018121,0.001
2020-05-01 19:00:00,0.402872585042646,0
2020-05-02 19:00:00,0.403188408831109,0
2020-05-03 19:00:00,0.411204273624019,0
2020-05-04 19:00:00,0.41236544165127,0
2020-05-05 19:00:00,0.430372222073957,0
2020-05-06 19:00:00,0.430969544058734,0
